customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,City,SignupDate,Churn
CUST-1492,male,nan,NO,Yes,50.0,No,,,month-to-month,Yes,Bank transfer,136.48,6692.44,MUMBAI,07-09-2020,Yes
CUST-1168,Female,0,No,No,29.0,Yes,,Fiber optic,Month-to-month,Yes,Mailed check,33.98,1055.73,Hyderabad,01-12-2018,No
CUST-1399,Female,0,,No,29.0,No,No phone service,Fiber optic,Month-to-month,No,Electronic check,118.56,3200.95,Hyderabad,06-03-2020,Yes
CUST-1017,Male,0,,Yes,63.0,Yes,No phone service,,One year,No,Bank transfer,19.0,1226.05,MUMBAI,03-02-2018,Yes
CUST-1598,,nan,yes,Yes,64.0,No,Yes,Fiber optic,One year,No,Mailed check,53.49,3292.56,Chennai,06-04-2021,No
CUST-1026,Female,0,yes,No,16.0,Yes,Yes,No,Month-to-month,Yes,Electronic check,75.38,1153.45,,21-02-2018,1
CUST-1825,Male,0,Yes,Yes,37.0,Yes,No,No,Month-to-month,No,Bank transfer,86.65,3401.57,Hyderabad,02-07-2022,NO
CUST-1934,FEMALE,0,yes,Yes,29.0,No,,Fiber optic,,YES,Credit card,88.03,2576.57,Bengaluru,05-02-2023,NO
CUST-1962,Male,0,Yes,No,67.0,Yes,No,dsl,Two year,Yes,Credit card,58.81,3822.47,Hyderabad,01-04-2023,NO
CUST-2036,Female,0,,Yes,42.0,Yes,,Fiber optic,Month-to-month,No, Electronic check,52.05,2346.89,bengaluru,27-08-2023,NO
CUST-1228,male,0,yes,N,,Yes,No,No,Month-to-month,Yes,Bank transfer,80.12,0.0,Mumbai,31-03-2019,1
CUST-1762,Male,nan,Yes,Yes,47.0,no,Yes,Fiber optic,,No,Electronic check,54.68,2583.7,Mumbai,27-02-2022,yes
CUST-2020, Male,0,Yes,N,58.0,No,No,Fiber optic,month-to-month,YES,Bank transfer,54.04,3485.79,Mumbai,26-07-2023,yes
CUST-1547,Male,0,Yes,Y,20.0,Yes,No,DSL,One year,Yes,Bank transfer,59.35,1117.13,Chennai,26-12-2020,Yes
CUST-1061,Female,0,,No,22.0,yes,No,DSL,Month-to-month,No,Mailed check,106.94,2326.33,MUMBAI,02-05-2018,No
CUST-1841,FEMALE,0,,No,52.0,Yes,,No,Two year,Yes,Electronic check,86.58,4244.3,Hyderabad,03-08-2022,Yes
CUST-1699,Female,0,No,Yes,8.0,Yes,No,Fiber optic,Two year,YES,Mailed check,15.0,118.2,bengaluru,24-10-2021,yes
CUST-2065,,0,Yes,Yes,57.0,No,No phone service,DSL,One year,YES, Electronic check,50.22,2840.15,Delhi,24-10-2023,No
CUST-1083,Male,0,yes,No,22.0,No,No,Fiber optic,Month-to-month,Yes,,95.2,1940.41,Mumbai,15-06-2018,Yes
CUST-1204,Male,1,NO,Y,56.0,No,No phone service,DSL,Month-to-month,No, Electronic check,87.1,5086.77,Bengaluru,11-02-2019,No
CUST-1959,Female,0,No,No,26.0,Yes,,No,One year,YES,Electronic check,39.16,981.51,Chennai,27-03-2023,1
CUST-1420,male,0,NO,No,11.0,Yes,,fiber optic,Month-to-month,No,Credit card,113.06,1305.4,Bengaluru,16-04-2020,No
CUST-1660,Male,0,No,No,11.0,No,No,Fiber optic,Month-to-month,No,Electronic check,15.0,152.51,Bengaluru,08-08-2021,0
CUST-1597,male,0,No,No,38.0,No,No phone service,DSL,Month-to-month,No,Credit card,67.72,2646.44,,04-04-2021,No
CUST-1350,male,1,No,No,61.0,No,No,Fiber optic,Month-to-month,Yes,Mailed check,95.07,5652.76,Delhi,29-11-2019,No
CUST-1789,male,1,yes,Yes,23.0,Yes,No,dsl,Month-to-month,No,Mailed check,65.28,1516.99,Chennai,22-04-2022,No
CUST-1457,Female,0,No,No,14.0,No,No,No,Two year,No,Mailed check,33.15,500.04,Mumbai,29-06-2020,No
CUST-1252,Female,0,yes,No,3.0,Yes,Yes,DSL,Month-to-month,No,Credit card,63.83,201.31,Delhi,18-05-2019,NO
CUST-1336,Male,0,NO,N,46.0,yes,No,Fiber optic,Month-to-month,No,Electronic check,43.77,2038.07,Bengaluru,01-11-2019,No
CUST-1821,male,0,yes,N,37.0,yes,No phone service,fiber optic,One year,Yes, Electronic check,15.0,586.75,Bengaluru,25-06-2022,1
CUST-1572,Female,0,NO,Yes,1.0,No,No phone service,Fiber optic,Month-to-month,No,,55.14,53.46,Chennai,13-02-2021,Yes
CUST-1514,Female,1,NO,No,8.0,Yes,Yes,DSL,Month-to-month,Yes,Credit card,84.47,705.33,Bengaluru,21-10-2020,1
CUST-1895, Male,0,Yes,No,47.0,Yes,,No,Month-to-month,YES,Electronic check,68.31,3157.11,,19-11-2022,No
CUST-1253,Male,0,NO,No,52.0,No,No phone service,,Month-to-month,Yes,Mailed check,77.6,3697.08,MUMBAI,20-05-2019,Yes
CUST-1553, Male,0,Yes,No,8.0,Yes,No,Fiber optic,Two year,No, Electronic check,54.46,427.97,Chennai,06-01-2021,yes
CUST-1478,male,nan,yes,N,71.0,Yes,No,DSL,Month-to-month,Yes,Bank transfer,100.75,7425.86,MUMBAI,10-08-2020,No
CUST-1701,Female,0,,No,14.0,Yes,No phone service,DSL,,YES,Bank transfer,33.58,473.6,Hyderabad,28-10-2021,No
CUST-1344,FEMALE,0,No,Yes,60.0,No,No,DSL,One year,Yes,Credit card,53.95,3282.03,bengaluru,17-11-2019,Yes
CUST-1074,Male,0,NO,No,28.0,Yes,No,dsl,Month-to-month,YES,Mailed check,47.97,1231.59,Delhi,28-05-2018,No
CUST-2088,Female,0,Yes,Y,68.0,yes,No,DSL,One year,Yes,Credit card,64.36,4263.36,,09-12-2023,No
CUST-1909,Female,0,,Yes,6.0,No,No phone service,dsl,Month-to-month,No,Credit card,53.79,348.34,bengaluru,17-12-2022,No
CUST-1454,Male,0,No,No,63.0,Yes,No phone service,DSL,Month-to-month,No,Bank transfer,47.88,3262.54,Mumbai,23-06-2020,No
CUST-1777,Male,0,yes,No,9.0,no,No,No,Two year,No,Mailed check,103.94,892.94,Chennai,29-03-2022,yes
CUST-1057,male,0,NO,No,17.0,Yes,No,dsl,Month-to-month,Yes,Credit card,15.0,241.2,,24-04-2018,No
CUST-1861,FEMALE,1,No,No,43.0,Yes,No phone service,,One year,Yes,Electronic check,90.76,4037.63,Chennai,12-09-2022,yes
CUST-1746,Female,0,No,Yes,1.0,No,Yes,DSL,Month-to-month,No,Electronic check,38.82,40.78,,26-01-2022,Yes
CUST-1423,Male,0,,No,22.0,yes,No,dsl,Month-to-month,YES,,87.19,1991.51,Mumbai,22-04-2020,Yes
CUST-1738,Female,0,Yes,No,40.0,yes,No,dsl,Two year,Yes,Electronic check,91.1,3604.07,Mumbai,10-01-2022,No
CUST-1845, Male,nan,,No,48.0,Yes,No phone service,Fiber optic,Two year,YES,,50.29,2426.66,Bengaluru,11-08-2022,No
CUST-1217,Male,0,No,Yes,55.0,No,Yes,Fiber optic,One year,Yes,Credit card,117.72,6126.78,Hyderabad,09-03-2019,Yes
CUST-1414,Male,1,Yes,N,65.0,No,,,Month-to-month,Yes,Electronic check,48.42,3058.03,Delhi,04-04-2020,No
CUST-1568,Female,0,NO,No,56.0,No,No,Fiber optic,One year,No,Mailed check,71.33,4023.43,Bengaluru,05-02-2021,NO
CUST-1600,Female,nan,,Yes,34.0,No,,No,Month-to-month,YES,Credit card,43.05,1455.69,Chennai,10-04-2021,yes
CUST-1563,male,0,No,No,3.0,No,No,fiber optic,,No,Electronic check,19.02,57.56,Hyderabad,26-01-2021,Yes
CUST-1339, Male,nan,No,No,42.0,Yes,Yes,DSL,Month-to-month,YES,Bank transfer,70.65,2966.45,Mumbai,07-11-2019,yes
CUST-1327,Female,0,,Y,59.0,No,,No,Month-to-month,YES,Credit card,78.61,4801.14,Bengaluru,14-10-2019,yes
CUST-1435,Male,0,No,,40.0,No,No,fiber optic,One year,no,Bank transfer,39.68,1583.25,Mumbai,16-05-2020,No
CUST-2071,male,0,No,Yes,11.0,No,,DSL,Two year,Yes,,45.25,447.33,Hyderabad,05-11-2023,Yes
CUST-1978,Female,0,Yes,No,46.0,No,No,Fiber optic,Month-to-month,Yes, Electronic check,44.95,2111.78,Mumbai,03-05-2023,No
CUST-1773, Male,nan,,Yes,23.0,Yes,Yes,,month-to-month,No,Electronic check,67.03,1482.89,,21-03-2022,No
CUST-2010,male,0,No,No,72.0,No,No,No,Month-to-month,Yes,Electronic check,72.05,5293.48,Chennai,06-07-2023,No
CUST-1006,FEMALE,0,yes,Yes,43.0,No,No,Fiber optic,One year,No,,70.66,2906.58,MUMBAI,12-01-2018,No
CUST-1306,Female,nan,,Yes,34.0,yes,No,fiber optic,month-to-month,No,Bank transfer,94.86,3179.34,Mumbai,02-09-2019,NO
CUST-1534,Male,nan,Yes,No,68.0,Yes,No phone service,DSL,Month-to-month,Yes,Mailed check,39.78,2685.09,Delhi,30-11-2020,Yes
CUST-1540,,0,Yes,Y,50.0,Yes,No,DSL,Two year,No,Electronic check,68.39,3457.3,Bengaluru,12-12-2020,1
CUST-1138,FEMALE,0,No,Yes,65.0,No,No,No,Month-to-month,Yes,Bank transfer,47.47,3253.76,MUMBAI,02-10-2018,No
CUST-1163,Male,nan,NO,No,46.0,Yes,No,DSL,Two year,Yes,Electronic check,34.71,1766.23,Bengaluru,21-11-2018,yes
CUST-2016,male,0,No,,18.0,No,No,DSL,Month-to-month,No,Mailed check,86.37,1670.95,Bengaluru,18-07-2023,Yes
CUST-1415,Male,0,No,N,15.0,Yes,No,,One year,No,Mailed check,62.72,930.28,Hyderabad,06-04-2020,No
CUST-1947, Male,0,yes,Yes,42.0,Yes,Yes,dsl,,Yes, Electronic check,74.38,3354.36,bengaluru,03-03-2023,No
CUST-1043,Female,1,Yes,Yes,13.0,Yes,Yes,,One year,YES,Bank transfer,79.73,966.87,,27-03-2018,No
CUST-1788,FEMALE,1,Yes,Yes,36.0,Yes,Yes,fiber optic,Two year,Yes,Electronic check,31.77,1192.94,Delhi,20-04-2022,No
CUST-1648,male,0,NO,N,56.0,Yes,Yes,No,month-to-month,no,Credit card,83.19,4517.56,Chennai,15-07-2021,No
CUST-1673,FEMALE,1,Yes,Yes,49.0,No,Yes,fiber optic,Two year,no,Electronic check,33.47,1546.17,Mumbai,03-09-2021,0
CUST-1668,Female,0,,No,64.0,Yes,No,DSL,One year,YES,Electronic check,73.55,4953.27,Bengaluru,24-08-2021,No
CUST-1853, Male,nan,NO,No,13.0,Yes,Yes,dsl,Month-to-month,No,Electronic check,18.45,205.55,Delhi,27-08-2022,yes
CUST-1407,FEMALE,0,Yes,Y,47.0,No,Yes,fiber optic,Month-to-month,Yes,Mailed check,15.0,728.21,Bengaluru,22-03-2020,NO
CUST-1602, Male,1,Yes,Y,71.0,No,No,Fiber optic,Two year,Yes, Electronic check,66.63,4497.9,MUMBAI,14-04-2021,Yes
CUST-1891,,0,,Y,22.0,Yes,Yes,DSL,One year,No,Mailed check,38.89,775.32,,11-11-2022,NO
CUST-1019,male,1,No,No,11.0,Yes,,Fiber optic,Month-to-month,No,Credit card,98.56,1121.32,bengaluru,07-02-2018,No
CUST-1652,male,1,NO,,51.0,Yes,No phone service,fiber optic,One year,No,Mailed check,71.5,3455.19,,23-07-2021,No
CUST-1938, Male,0,NO,No,67.0,No,Yes,,Month-to-month,Yes,Electronic check,49.63,3352.06,Hyderabad,13-02-2023,No
CUST-1347,Male,0,Yes,No,26.0,Yes,,DSL,Two year,Yes,Credit card,53.27,1370.9,Hyderabad,23-11-2019,No
CUST-1591,Female,nan,Yes,Y,48.0,No,No phone service,dsl,Two year,YES,Bank transfer,57.82,2715.98,Chennai,23-03-2021,Yes
CUST-1918,Female,0,Yes,,40.0,No,No phone service,No,Month-to-month,YES,Bank transfer,87.67,3573.88,Mumbai,04-01-2023,No
CUST-1863,male,0,NO,No,21.0,No,No phone service,No,Month-to-month,no,,23.72,522.2,Hyderabad,16-09-2022,Yes
CUST-1731,Male,nan,Yes,No,19.0,no,Yes,DSL,Month-to-month,No,Mailed check,69.21,1358.52,MUMBAI,27-12-2021,No
CUST-1137,Female,1,No,No,72.0,No,Yes,,,No,Bank transfer,58.2,4369.45,Delhi,01-10-2018,No
CUST-1385,,0,No,Yes,53.0,no,No,,Month-to-month,No,Electronic check,84.22,4247.16,Mumbai,07-02-2020,No
CUST-1185,male,nan,NO,Y,,No,Yes,dsl,month-to-month,No,Credit card,42.03,0.0,,04-01-2019,Yes
CUST-1840,Male,0,No,No,26.0,No,Yes,Fiber optic,Month-to-month,No,Credit card,33.4,859.54,MUMBAI,01-08-2022,Yes
CUST-1720,Female,nan,,Yes,23.0,no,No,No,Month-to-month,Yes,Bank transfer,15.0,328.86,Bengaluru,05-12-2021,yes
CUST-1972,Male,0,yes,N,60.0,No,No,DSL,Month-to-month,No, Electronic check,46.63,2485.46,,21-04-2023,No
CUST-1818,male,0,No,No,29.0,No,No,fiber optic,Two year,No,Credit card,68.02,1900.56,Delhi,19-06-2022,1
CUST-1708,Female,1,,Yes,59.0,No,No,Fiber optic,One year,YES,Bank transfer,55.19,3369.61,bengaluru,11-11-2021,No
CUST-1890,Female,0,NO,Yes,0.0,No,No phone service,DSL,One year,No, Electronic check,41.67,0.0,,09-11-2022,1
CUST-1839,Female,0,yes,N,40.0,Yes,Yes,Fiber optic,,No,Mailed check,44.51,1794.63,,30-07-2022,Yes
CUST-1615,FEMALE,0,No,No,31.0,Yes,No,fiber optic,,No,Electronic check,49.93,1722.83,Delhi,10-05-2021,No
CUST-1798,FEMALE,0,,Y,40.0,Yes,,fiber optic,Month-to-month,Yes, Electronic check,17.02,706.17,Delhi,10-05-2022,yes
CUST-1586,Male,0,yes,,58.0,No,No,DSL,Month-to-month,no, Electronic check,62.29,3648.65,bengaluru,13-03-2021,yes
CUST-1836,FEMALE,0,yes,No,72.0,No,No,,month-to-month,No,Bank transfer,15.0,1018.88,MUMBAI,24-07-2022,0
CUST-1148,Female,1,Yes,No,68.0,yes,No,Fiber optic,Two year,no,Bank transfer,30.29,2086.17,,22-10-2018,yes
CUST-1806,male,1,No,Y,23.0,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,57.31,1331.71,,26-05-2022,No
CUST-1644,male,0,Yes,Yes,54.0,Yes,No phone service,,Two year,No,Electronic check,101.55,5169.92,Mumbai,07-07-2021,No
CUST-1886,Female,0,Yes,Yes,,Yes,Yes,DSL,Month-to-month,No,Electronic check,57.14,0.0,Mumbai,01-11-2022,Yes
CUST-2009,Female,0,Yes,No,51.0,Yes,Yes,Fiber optic,Month-to-month,No,Mailed check,118.99,6341.02,Delhi,04-07-2023,No
CUST-1928,male,0,yes,No,62.0,Yes,Yes,DSL,Month-to-month,No,,53.1,3103.32,Mumbai,24-01-2023,NO
CUST-1884,Male,0,NO,,47.0,No,No phone service,Fiber optic,Month-to-month,No,Electronic check,115.37,5649.58,,28-10-2022,0
CUST-1797,Male,0,Yes,No,61.0,yes,No phone service,,Month-to-month,Yes,Electronic check,43.38,2840.91,,08-05-2022,No
CUST-1893,Male,0,,N,10.0,Yes,No phone service,,Month-to-month,no,Mailed check,47.38,471.51,Bengaluru,15-11-2022,NO
CUST-1232,,0,No,No,47.0,Yes,No,Fiber optic,One year,No,Electronic check,105.84,5142.81,,08-04-2019,yes
CUST-1509,Male,1,yes,N,30.0,Yes,No,No,One year,YES,Credit card,50.88,1435.11,Hyderabad,11-10-2020,Yes
CUST-2003,Male,nan,yes,No,21.0,No,No,fiber optic,Month-to-month,Yes,Credit card,104.93,2170.21,Mumbai,22-06-2023,Yes
CUST-1158,FEMALE,0,,Yes,30.0,Yes,Yes,Fiber optic,month-to-month,No,Bank transfer,76.2,2423.41,Bengaluru,11-11-2018,No
CUST-1256,FEMALE,0,yes,No,61.0,Yes,No phone service,No,Month-to-month,YES,Electronic check,57.05,3715.14,Bengaluru,26-05-2019,No
CUST-1643,Male,nan,Yes,No,39.0,Yes,No,DSL,Month-to-month,No,Credit card,26.41,1026.73,Chennai,05-07-2021,Yes
CUST-1096,Female,0,yes,Yes,20.0,Yes,No phone service,DSL,Month-to-month,no,Bank transfer,32.94,606.19,Mumbai,11-07-2018,1
CUST-2085,FEMALE,0,yes,,43.0,Yes,No,DSL,Month-to-month,No,,82.02,3655.01,MUMBAI,03-12-2023,No
CUST-1883,Female,0,NO,No,31.0,Yes,No,,Month-to-month,Yes,Credit card,66.22,2029.7,Bengaluru,26-10-2022,No
CUST-1724,Male,0,Yes,N,35.0,No,Yes,,One year,Yes,Bank transfer,73.88,2506.52,Mumbai,13-12-2021,No
CUST-1397,Female,0,No,Yes,24.0,Yes,No phone service,fiber optic,month-to-month,Yes, Electronic check,49.86,1189.77,Delhi,02-03-2020,No
CUST-1314,Female,0,Yes,No,37.0,No,Yes,Fiber optic,One year,Yes,Electronic check,24.65,991.28,Hyderabad,18-09-2019,No
CUST-1922,male,0,No,No,9.0,Yes,Yes,No,Month-to-month,No,Bank transfer,48.3,460.75,,12-01-2023,NO
CUST-1432,male,0,NO,No,42.0,Yes,Yes,No,One year,Yes,Credit card,64.8,2819.77,Hyderabad,10-05-2020,Yes
CUST-1594,Male,0,NO,,12.0,No,No,fiber optic,Two year,Yes,Bank transfer,15.0,180.74,Bengaluru,29-03-2021,No
CUST-2012,Female,0,NO,No,24.0,yes,Yes,Fiber optic,Two year,no,Bank transfer,84.41,2053.07,Delhi,10-07-2023,1
CUST-1249,Female,0,No,N,-1.0,No,No,Fiber optic,Month-to-month,Yes,Mailed check,68.05,-69.63,bengaluru,12-05-2019,No
CUST-2024,male,1,Yes,Yes,2.0,No,,Fiber optic,Month-to-month,No,Electronic check,87.28,176.79,Bengaluru,03-08-2023,NO
CUST-1015,Male,0,Yes,Yes,27.0,No,Yes,Fiber optic,Month-to-month,No,Electronic check,66.1,1920.61,Chennai,30-01-2018,No
CUST-1159,FEMALE,nan,Yes,N,70.0,yes,Yes,Fiber optic,Month-to-month,Yes,Mailed check,72.86,5452.21,Hyderabad,13-11-2018,No
CUST-1613,,1,Yes,No,6.0,No,No,DSL,Month-to-month,No,Mailed check,45.79,263.5,Bengaluru,06-05-2021,NO
CUST-1963,Male,0,yes,N,43.0,No,Yes,DSL,month-to-month,YES,Bank transfer,74.39,3439.07,bengaluru,03-04-2023,Yes
CUST-1048,male,0,No,N,25.0,No,No,No,Month-to-month,YES,Electronic check,32.88,822.87,Hyderabad,06-04-2018,NO
CUST-1635,Male,0,yes,No,43.0,Yes,No,No,Two year,Yes,Bank transfer,59.7, ,bengaluru,19-06-2021,1
CUST-1484,Male,0,Yes,No,1.0,No,No,,Month-to-month,Yes,Bank transfer,46.73,45.08,,22-08-2020,0
CUST-1897,Male,0,No,N,9.0,no,No phone service,No,,no,Bank transfer,51.57,508.92,Hyderabad,23-11-2022,No
CUST-1112,Female,0,No,No,49.0,yes,No,,,no,Electronic check,15.0,714.82,Chennai,12-08-2018,No
CUST-2046,Male,0,No,N,41.0,Yes,Yes,,Month-to-month,Yes,Electronic check,69.2,2855.28,Delhi,16-09-2023,No
CUST-1736,Male,0,No,No,53.0,Yes,No,fiber optic,,Yes,Electronic check,15.0,766.97,,06-01-2022,yes
CUST-2061,male,0,yes,No,55.0,Yes,No phone service,DSL,month-to-month,Yes,Mailed check,58.52,3370.58,,16-10-2023,No
CUST-1396,FEMALE,1,Yes,No,66.0,No,No phone service,DSL,Two year,No,Credit card,78.97,4805.13,Hyderabad,29-02-2020,No
CUST-1721,Female,0,Yes,Yes,36.0,yes,,dsl,One year,no,Bank transfer,72.18,2738.43,Mumbai,07-12-2021,No
CUST-1483,Female,0,No,Yes,0.0,Yes,No phone service,Fiber optic,Month-to-month,no,Mailed check,34.7,0.0,Delhi,20-08-2020,NO
CUST-1445,FEMALE,1,NO,Y,46.0,Yes,,No,One year,Yes,Credit card,37.32,1587.91,Bengaluru,05-06-2020,No
CUST-1127,Male,0,Yes,N,70.0,no,No,No,Month-to-month,YES,Electronic check,89.71,6065.52,bengaluru,11-09-2018,Yes
CUST-1379,FEMALE,0,,Yes,64.0,no,No phone service,dsl,Two year,No,Electronic check,64.9,4155.57,Bengaluru,26-01-2020,No
CUST-1791,Female,0,NO,N,13.0,No,No,,Two year,No,Electronic check,123.17,1684.69,Mumbai,26-04-2022,Yes
CUST-1504,Female,0,yes,Yes,33.0,Yes,Yes,DSL,month-to-month,No,Bank transfer,25.13,878.63,Bengaluru,01-10-2020,1
CUST-1237,FEMALE,0,yes,No,55.0,Yes,Yes,Fiber optic,One year,No,Electronic check,28.13,1559.78,Delhi,18-04-2019,No
CUST-1167,FEMALE,nan,No,No,17.0,Yes,No,No,,Yes,Electronic check,26.49,469.34,Bengaluru,29-11-2018,No
CUST-1866, Male,0,No,Yes,44.0,Yes,Yes,,One year,no,Electronic check,107.02,4216.88,Hyderabad,22-09-2022,yes
CUST-1761,Male,nan,,Y,22.0,no,No,Fiber optic,One year,Yes,Bank transfer,110.47,2366.69,Mumbai,25-02-2022,Yes
CUST-1080,male,0,No,No,33.0,No,No,Fiber optic,Month-to-month,Yes,Electronic check,38.95,1281.52,Chennai,09-06-2018,Yes
CUST-1564,male,nan,Yes,,24.0,Yes,No,dsl,Month-to-month,Yes,Electronic check,97.24,2290.26,Chennai,28-01-2021,No
CUST-1300,FEMALE,1,Yes,No,16.0,No,Yes,DSL,Month-to-month,YES,Credit card,52.92,849.49,Bengaluru,21-08-2019,Yes
CUST-1696,FEMALE,0,,Yes,28.0,Yes,No,Fiber optic,Two year,Yes,Bank transfer,33.17,953.07,,18-10-2021,No
CUST-1324, Male,1,,Y,0.0,Yes,Yes,No,Month-to-month,YES,Mailed check,41.91,0.0,MUMBAI,08-10-2019,yes
CUST-1367,male,0,Yes,Yes,71.0,No,Yes,DSL,Month-to-month,Yes,Credit card,48.71,3322.3,bengaluru,02-01-2020,Yes
CUST-1215,FEMALE,0,Yes,N,13.0,Yes,No,DSL,Two year,Yes,Mailed check,81.24,1034.19,Mumbai,05-03-2019,No
CUST-1426,Male,1,No,,52.0,Yes,Yes,No,Two year,No,Bank transfer,15.0,768.56,Delhi,28-04-2020,NO
CUST-1030,FEMALE,nan,No,,68.0,No,No,No,,No,Electronic check,80.04,5188.77,MUMBAI,01-03-2018,Yes
CUST-1242,Male,0,Yes,N,39.0,Yes,No,No,Two year,no,Credit card,100.75,3828.8,bengaluru,28-04-2019,yes
CUST-1990,male,1,Yes,Yes,14.0,No,Yes,No,month-to-month,No,Electronic check,53.98,752.03,Delhi,27-05-2023,NO
CUST-1760,FEMALE,0,NO,,40.0,Yes,Yes,,Month-to-month,Yes,Electronic check,40.04,1600.87,,23-02-2022,0
CUST-1837,,0,Yes,N,39.0,Yes,No,Fiber optic,Month-to-month,No, Electronic check,100.62,3820.37,Chennai,26-07-2022,No
CUST-1627,Male,1,Yes,N,65.0,No,No,DSL,One year,Yes,Mailed check,64.68,4215.27,Bengaluru,03-06-2021,No
CUST-1447,male,0,NO,N,65.0,Yes,Yes,No,One year,No,Bank transfer,25.83,1837.79,MUMBAI,09-06-2020,Yes
CUST-1653,Male,1,No,Y,58.0,No,No,Fiber optic,,No,Electronic check,74.42,4253.15,Mumbai,25-07-2021,Yes
CUST-1802, Male,1,Yes,No,11.0,yes,No,No,One year,Yes,Mailed check,76.28,761.96,Bengaluru,18-05-2022,Yes
CUST-1027,Male,0,Yes,N,10.0,No,,No,Month-to-month,no,Mailed check,73.98,709.78,Bengaluru,23-02-2018,NO
CUST-2042,male,0,,No,48.0,no,No phone service,,Month-to-month,No,Credit card,70.15,3269.98,Hyderabad,08-09-2023,No
CUST-1122,Male,1,No,Y,47.0,No,Yes,DSL,month-to-month,No,,78.21,3524.56,Bengaluru,01-09-2018,Yes
CUST-2070, Male,1,,No,47.0,Yes,No phone service,fiber optic,,No,Electronic check,115.24,5324.9,Mumbai,03-11-2023,1
CUST-2047,FEMALE,nan,NO,N,64.0,Yes,No,No,Two year,No,Credit card,80.79,5056.56,Delhi,18-09-2023,No
CUST-1876,Female,0,No,No,59.0,No,No,Fiber optic,Two year,Yes, Electronic check,127.76,8652.81,Chennai,12-10-2022,No
CUST-1820,Male,0,No,,13.0,No,No phone service,Fiber optic,Month-to-month,No,Electronic check,59.07,747.61,Delhi,23-06-2022,No
CUST-1945,Male,0,yes,No,50.0,Yes,Yes,,Two year,YES,Electronic check,60.37,2689.83,Delhi,27-02-2023,Yes
CUST-1983,Female,0,Yes,Yes,20.0,No,No phone service,Fiber optic,month-to-month,no,Credit card,126.38,2575.18,Mumbai,13-05-2023,No
CUST-1202,Female,0,NO,Yes,49.0,yes,No,DSL,Two year,YES,Bank transfer,64.72,3258.87,Bengaluru,07-02-2019,0
CUST-1576, Male,0,yes,Yes,30.0,Yes,Yes,DSL,month-to-month,Yes,Electronic check,41.26,1286.84,Delhi,21-02-2021,Yes
CUST-1362,Male,0,yes,N,48.0,No,No,DSL,One year,YES,Credit card,70.79,3648.35,Mumbai,23-12-2019,Yes
CUST-1271,Male,nan,NO,Yes,6.0,Yes,,fiber optic,Two year,Yes,Bank transfer,181.23,1094.44,,25-06-2019,No
CUST-1446,,0,yes,No,67.0,No,No phone service,dsl,Month-to-month,No,Credit card,46.62,3124.27,,07-06-2020,Yes
CUST-1272,Male,1,yes,No,1.0,Yes,No,DSL,Month-to-month,no,,98.45,94.72,bengaluru,27-06-2019,No
CUST-1277,Female,1,Yes,No,10.0,yes,Yes,,Month-to-month,YES,Credit card,34.17,353.75,Hyderabad,06-07-2019,Yes
CUST-1961,Female,0,,N,10.0,No,No,DSL,Month-to-month,No,Electronic check,116.97,1201.75,Hyderabad,31-03-2023,yes
CUST-1012,male,0,NO,No,,Yes,No,No,Month-to-month,YES,Credit card,85.28, ,Delhi,24-01-2018,Yes
CUST-1530,male,0,Yes,No,7.0,Yes,No,Fiber optic,month-to-month,No,Bank transfer,72.61,487.94,Mumbai,22-11-2020,yes
CUST-1916,Male,0,Yes,Y,44.0,Yes,No,fiber optic,One year,No,Electronic check,50.49,2167.22,Bengaluru,31-12-2022,No
CUST-1838,Female,0,Yes,Y,65.0,Yes,No,DSL,month-to-month,No,Electronic check,58.16,3677.11,Delhi,28-07-2022,No
CUST-1147,Female,0,NO,N,2.0,No,Yes,No,Two year,No,Bank transfer,33.75,68.91,Delhi,20-10-2018,No
CUST-1299,male,1,No,No,20.0,Yes,No phone service,fiber optic,Month-to-month,Yes, Electronic check,73.27,1515.87,Mumbai,19-08-2019,No
CUST-1115, Male,0,Yes,Yes,42.0,Yes,No,No,Month-to-month,No,Credit card,97.19,4075.41,Bengaluru,18-08-2018,1
CUST-1375,Male,0,yes,N,66.0,Yes,No phone service,Fiber optic,Month-to-month,Yes,Credit card,117.0,8890.59,Chennai,18-01-2020,Yes
CUST-1905,male,1,yes,N,58.0,No,Yes,DSL,Month-to-month,YES,Mailed check,47.93,2633.58,,09-12-2022,No
CUST-1786,FEMALE,0,Yes,No,67.0,Yes,No,Fiber optic,Two year,YES,,65.88,4568.11,Bengaluru,16-04-2022,No
CUST-1664,Female,0,No,No,9.0,yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,29.57,244.71,MUMBAI,16-08-2021,Yes
CUST-1177,,0,yes,,21.0,Yes,No phone service,dsl,month-to-month,No,Credit card,93.7,1826.08,,19-12-2018,NO
CUST-1466,male,0,NO,No,38.0,No,No phone service,Fiber optic,Two year,Yes,Mailed check,52.08,1990.4,Hyderabad,17-07-2020,No
CUST-1051,Male,1,NO,Yes,27.0,Yes,Yes,No,Month-to-month,YES,Credit card,31.67,847.52,Hyderabad,12-04-2018,No
